Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
0c527796-a744-2157-d96e-0bc324bb39c0,2002-09-03,,999-78-3359,S99971161,X12998821X,Mr.,Sonny285,Aron520,Moore224,,,,white,nonhispanic,M,Madison  Wisconsin  US,793 Barton View Unit 50,Madison,Wisconsin,Dane County,55025,53703,43.03833650301834,-89.5575270600864,93311.01,0.00,90799
92460760-30c4-c443-ee34-c5c5431c4566,1975-11-05,,999-45-8049,S99948562,X19497103X,Mrs.,Lilla884,Daisy746,Miller503,,Willms744,M,white,nonhispanic,F,Janesville  Wisconsin  US,605 Hahn Rue Suite 10,Madison,Wisconsin,Dane County,55025,53719,43.08972695714154,-89.40339524035318,818834.16,1313.73,133733
af92c84a-40d6-977d-0049-054bb7e08a6f,1955-05-15,2010-08-08,999-26-6762,S99999619,X46151217X,Ms.,Alethia102,Clora637,Rodriguez71,,,S,white,nonhispanic,F,Baraboo  Wisconsin  US,185 Simonis Key Suite 69,Madison,Wisconsin,Dane County,55025,53711,43.097383494700594,-89.40717853548438,1696107.48,0.00,40891
022464d7-8a14-05ac-e063-2574b0fc10cb,2015-07-01,,999-81-7630,,,,Trevor374,Rod343,Schmitt836,,,,white,nonhispanic,M,Madison  Wisconsin  US,540 Satterfield Estate,Madison,Wisconsin,Dane County,55025,53703,43.06136131047591,-89.37634962778529,24073.84,276.95,82882
2a277d46-9a37-9024-e85e-12c4bdffdff7,2003-04-22,,999-39-8782,S99998188,X80260061X,Ms.,Arianne988,Veta780,Lehner980,,,,white,hispanic,F,Madison  Wisconsin  US,402 Deckow Common Suite 40,Madison,Wisconsin,Dane County,55025,53719,43.04234933251255,-89.33063881142051,213187.15,215.95,56128
28201675-3141-7110-b7d4-1997cf72f08a,2024-03-08,,999-99-2474,,,,Virgilio529,Juan88,Dach178,,,,white,nonhispanic,M,Madison  Wisconsin  US,656 Graham Crossroad,Madison,Wisconsin,Dane County,55025,53706,43.01220380965258,-89.53655707232463,4430.48,1384.19,42646
d14d022b-9820-301b-3938-23a45ad23f27,1990-04-10,,999-64-5337,S99921943,X50533399X,Ms.,Ema785,Delaine470,Glover433,JD,,S,white,nonhispanic,F,Madison  Wisconsin  US,780 Weimann Dale Suite 13,Madison,Wisconsin,Dane County,55025,53706,43.09712046211626,-89.37670423680088,697486.85,32842.63,119319
5c1f63c0-f2ec-db97-45e2-82a5fd4166f9,2005-05-01,,999-16-2600,S99960919,X27040500X,Ms.,Georgette866,Ashlyn643,Jerde200,,,,white,nonhispanic,F,Madison  Wisconsin  US,190 Mueller Avenue Unit 35,Madison,Wisconsin,Dane County,55025,53706,43.049641161848676,-89.48549834554532,75682.16,0.00,16206
ff229b70-d1dd-71ee-cbe0-16bffd618a23,2020-12-27,,999-83-1725,,,,Carolina179,,Runte676,,,,white,hispanic,F,Madison  Wisconsin  US,610 Runolfsson Skyway Apt 55,Janesville,Wisconsin,Rock County,55105,53548,42.669955840067146,-88.90787483737178,13586.34,0.00,493662
b00a5a04-ba13-0153-9f65-31543b7bf050,1980-05-25,,999-49-6459,S99920735,X80921537X,Mrs.,Kisha966,Tania553,Lemke654,,Littel644,M,white,nonhispanic,F,Madison  Wisconsin  US,395 Cruickshank Trace,Baraboo,Wisconsin,Sauk County,,00000,43.05349447990271,-89.9829515321334,642252.88,0.00,26862
30977b05-5503-9ba1-b390-c56265d50d8f,1919-12-08,,999-64-8455,S99978377,X55262366X,Mrs.,Usha71,,Dach178,PhD,Kemmer137,M,white,nonhispanic,F,Madison  Wisconsin  US,851 Feeney Loaf,Dodgeville,Wisconsin,Iowa County,55049,53533,43.03911153928891,-90.1184384796301,943064.98,0.00,146157
d35f3430-51e1-75be-0838-39714a2d71bf,1985-12-19,,999-88-4600,S99935213,X37118468X,Ms.,Dominga527,Maia476,Prohaska837,,,S,white,nonhispanic,F,Madison  Wisconsin  US,934 Bednar Glen Unit 62,Madison,Wisconsin,Dane County,55025,53715,43.065458785948024,-89.53204713967662,984486.40,0.00,44041
4aa28153-4790-df56-b969-fedc55bd4611,1972-01-22,,999-48-1812,S99973651,X76971851X,Mr.,Christopher407,Grant908,Marvin195,,,D,white,hispanic,M,Madison  Wisconsin  US,143 Batz Street Suite 9,Fort Atkinson,Wisconsin,Jefferson County,,00000,42.95560498931132,-89.78007869677583,278281.29,4997.17,66345
8a9ff8ec-6a33-9a48-7702-1ac31417fd9f,1953-10-31,,999-21-1941,S99996087,X7918165X,Mr.,Beau391,Hubert238,Deckow585,,,D,white,nonhispanic,M,Juneau  Wisconsin  US,740 Balistreri Bay Suite 50,Madison,Wisconsin,Dane County,55025,53719,43.03542794689825,-89.41828931592195,987781.24,0.00,79415
90f38128-3b27-135c-c77e-1385ee6a97dc,1923-11-17,2008-06-02,999-37-4887,S99916758,X67565073X,Mr.,Ricky354,Sang383,Emard19,,,D,hawaiian,nonhispanic,M,Fort Atkinson  Wisconsin  US,537 Lueilwitz Vale,Fort Atkinson,Wisconsin,Jefferson County,,00000,43.00267152581852,-90.35838958406178,3193734.81,0.00,178809
8f078882-24cd-1501-eeab-4e1d788edfca,1969-11-03,,999-53-7153,S99977856,X73745314X,Mr.,Jc393,Waylon572,White193,,,S,white,nonhispanic,M,Madison  Wisconsin  US,116 Beier Loaf,Portage,Wisconsin,Columbia County,55021,53901,43.52137732852427,-89.46932014421718,152110.66,2221.92,79890
771ac6f7-02ed-e4f4-adeb-56421b1281a8,2001-06-01,,999-76-3400,S99932658,X74712809X,Ms.,Minna389,Syreeta495,Senger904,,,,white,nonhispanic,F,Janesville  Wisconsin  US,824 Brown Manor Apt 72,Madison,Wisconsin,Dane County,55025,53703,43.04123577750547,-89.38569598315868,302300.25,51675.74,641459
87273e74-33df-cd9b-c915-7dc03e0ef236,1992-06-29,,999-60-4036,S99935585,X24631575X,Ms.,Dodie685,Lera808,Hettinger594,,,S,white,nonhispanic,F,Janesville  Wisconsin  US,1083 Rogahn Way,Madison,Wisconsin,Dane County,55025,53703,43.104934701638996,-89.39065064973015,773130.42,374.42,58215
52e4de90-7a2f-1e8f-2f37-acf1aa5b2f0d,1922-06-04,2013-10-07,999-55-9121,S99962514,X8885556X,Mr.,Adrian111,Werner409,Grimes165,,,M,white,nonhispanic,M,Madison  Wisconsin  US,994 Leffler Parade,Madison,Wisconsin,Dane County,55025,53711,43.01083799507544,-89.44934013435244,807989.12,0.00,42637
9bd917b2-65b9-dea6-482a-b112b4f477bf,1943-12-19,,999-16-7497,S99942593,X28207098X,Mr.,Lawrence741,Wilbur107,Abshire638,,,W,white,nonhispanic,M,Janesville  Wisconsin  US,526 Hintz Parade,Madison,Wisconsin,Dane County,55025,53711,43.07572025423258,-89.49318592938506,335053.00,0.00,862791
d1dfe4f4-f552-cc4a-69f5-acb844192c10,1955-05-15,,999-23-5626,S99977925,X85047343X,Ms.,Fred155,Meaghan273,Volkman526,,,S,white,nonhispanic,F,Madison  Wisconsin  US,342 Hyatt Ferry Suite 7,Madison,Wisconsin,Dane County,55025,53726,43.05166952077573,-89.4693001277957,1135611.86,1718.44,40891
82bd3faf-f701-88ca-c4c3-5d651f5b36c4,2003-10-04,,999-88-8819,S99954530,X37637936X,Mr.,Hilton264,Jonathan639,Ruecker817,,,,white,nonhispanic,M,Janesville  Wisconsin  US,407 Gibson Row Suite 24,Madison,Wisconsin,Dane County,55025,53719,43.08362182504998,-89.3567878662932,53958.55,0.00,121166
3405f02c-b0c9-e244-ef1b-c4ec31399351,2010-05-10,,999-24-5664,,,,Renata373,Pamula578,Haag279,,,,white,nonhispanic,F,Janesville  Wisconsin  US,465 Rippin Bay Suite 47,Fort Atkinson,Wisconsin,Jefferson County,,00000,43.43043141821882,-89.04315658697573,81190.23,20988.23,49321
ac7d31a2-c9ab-7969-6314-9b972598d8ab,1980-09-11,,999-16-5946,S99947246,X76280137X,Mrs.,Reba58,Joanna347,Parisian75,,Kihn564,M,white,nonhispanic,F,Juneau  Wisconsin  US,635 Halvorson Trace,Madison,Wisconsin,Dane County,55025,53726,43.03204759453741,-89.34557179842513,974105.00,1132.04,35038
4778bc72-00df-7090-b079-13b2e7c75bc8,1967-01-15,,999-53-5378,S99971892,X44023721X,Mrs.,Daniele610,,Veum823,,Fisher429,M,other,nonhispanic,F,Juneau  Wisconsin  US,474 Mueller Stravenue Unit 7,Madison,Wisconsin,Dane County,55025,53703,43.02563806676133,-89.4132794895289,892153.17,628.11,190357
6806fc4f-6177-9b85-8574-4db429bad7b2,1954-08-29,,999-74-6166,S99951909,X86766866X,Mrs.,Harriett813,Robin66,Morissette863,,Heidenreich818,D,white,nonhispanic,F,Baraboo  Wisconsin  US,291 Sanford Trailer Unit 46,Portage,Wisconsin,Columbia County,55021,53901,43.568517532940724,-89.4894084434286,1949442.30,12884.72,53735
5ba72a3e-216c-7bf2-a9aa-a7d74465345a,2016-12-21,,999-15-2068,,,,Gilma310,Celine582,Orn563,,,,white,nonhispanic,F,Janesville  Wisconsin  US,408 Koch Heights,Monroe,Wisconsin,Green County,55045,53566,42.56196652956581,-89.67020486457686,36837.12,0.00,128220
342b91ae-dbea-53ab-399d-c1135684072c,1983-02-03,,999-44-1044,S99955540,X20331278X,Mr.,Kendall673,Luciano237,Smitham825,,,D,other,nonhispanic,M,Fort Atkinson  Wisconsin  US,977 Dach Divide Unit 85,Madison,Wisconsin,Dane County,55025,53711,43.07234221079137,-89.51649161000482,59264.41,305.41,43542
ebbd1850-e57e-3f2b-d114-451021d618d7,1999-10-30,,999-42-3102,S99929143,X23107429X,Ms.,Helga481,,Shanahan202,,,,white,nonhispanic,F,Fort Atkinson  Wisconsin  US,606 Volkman Landing,Janesville,Wisconsin,Rock County,55105,53545,42.66122272323111,-88.9511213663722,614064.71,0.00,822497
f5f74dc9-6518-57b3-e772-6852c76dcccd,1993-03-15,,999-54-2601,S99939653,X26477010X,Mr.,Mckinley734,Hassan290,Dicki44,,,S,white,nonhispanic,M,Madison  Wisconsin  US,507 Fritsch Orchard,Dodgeville,Wisconsin,Iowa County,55049,53533,43.02314688449386,-90.13547468880304,98358.94,459.74,101667
21596da9-b421-5597-9b64-16225c4d2c2d,2023-06-04,,999-57-6161,,,,Aracelis412,Gricelda41,Muller251,,,,white,nonhispanic,F,Madison  Wisconsin  US,582 Auer Harbor,Madison,Wisconsin,Dane County,55025,53703,43.114064415555205,-89.42354638044512,24477.74,107.29,38324
56d594d8-d66c-7942-ed42-b58c809fc61f,1994-01-02,,999-54-8017,S99954555,X50753107X,Ms.,Chin306,Collene784,Conroy74,,,S,white,nonhispanic,F,Madison  Wisconsin  US,166 Leuschke Skyway,Janesville,Wisconsin,Rock County,55105,53548,42.60934324900757,-88.98910724173763,527126.25,867.95,95684
d8829a7f-c54f-384e-2d8a-be5249683864,1925-02-07,,999-93-8238,S99985794,X68292835X,Mr.,Freeman822,Man114,Ryan260,,,M,white,nonhispanic,M,Madison  Wisconsin  US,569 Bogan Arcade,Janesville,Wisconsin,Rock County,55105,53545,42.77903505812673,-89.0829419225898,2095166.59,245.48,67999
a172ec9f-43d0-11b6-6df1-b44ae62b4bd8,1969-10-06,,999-97-6771,S99917119,X81648284X,Mr.,Emilio417,,Leuschke194,,,M,white,nonhispanic,M,Madison  Wisconsin  US,262 Terry View Apt 68,Juneau,Wisconsin,Dodge County,55027,53039,43.3311775129451,-88.67270977974924,252852.26,1442.25,4006
e6316746-12b8-d759-c856-d453dbac315a,1974-10-13,,999-41-1820,S99958409,X39597287X,Ms.,Irma773,,Champlin946,,,S,white,nonhispanic,F,Madison  Wisconsin  US,446 Wilderman Alley Unit 8,Fort Atkinson,Wisconsin,Jefferson County,,00000,43.20010757427671,-88.53392089961007,282328.22,0.00,43361
74bf5e1a-79f9-dfd9-f1f1-5eff7f93c335,1950-10-20,2003-01-09,999-80-8951,S99960281,X72062513X,Mr.,Jarrett354,Lynn917,Hodkiewicz467,,,S,white,nonhispanic,M,Dodgeville  Wisconsin  US,115 Lebsack Corner,Portage,Wisconsin,Columbia County,55021,53901,43.513600546843655,-89.44693544876603,125941.74,0.00,11489
f30a1c10-a711-0dac-ae26-145065c3fd41,1960-12-22,,999-57-3619,S99945823,X59153246X,Ms.,Hortense60,,Howe413,,,S,white,nonhispanic,F,Madison  Wisconsin  US,242 Kozey Glen,Madison,Wisconsin,Dane County,55025,53715,43.039262935644636,-89.46624461166041,600054.47,0.00,867076
cac10ff6-6874-a38f-4350-23fdcf21ef3f,1922-06-04,2002-04-25,999-73-1604,S99979141,X33098382X,Mr.,Chi716,Donovan745,Herman763,,,S,white,nonhispanic,M,Madison  Wisconsin  US,160 Marks Ferry Unit 25,Madison,Wisconsin,Dane County,55025,53719,43.079403521283226,-89.50232777074345,813524.25,0.00,42637
9b810708-9b96-653a-fc4c-4fbd7e592414,1995-11-27,,999-73-9632,S99984518,X52581548X,Mr.,Riley817,Donovan745,Blanda868,,,M,white,nonhispanic,M,Baraboo  Wisconsin  US,1064 Swaniawski Arcade,Madison,Wisconsin,Dane County,55025,53706,43.05320740966394,-89.45098557573395,187970.56,0.00,26028
9cb2a4f3-86e8-ef53-5455-83ff62293fba,1968-12-12,,999-99-2677,S99966711,X13655997X,Mrs.,Conchita9,Stephani232,Rolfson709,,D'Amore443,D,white,nonhispanic,F,Madison  Wisconsin  US,921 Daniel Dale,Janesville,Wisconsin,Rock County,55105,53548,42.702908315388314,-89.14644375915823,897731.00,0.00,30782
6223f604-1603-8c9f-c0ff-b5177fa5db8a,1992-02-16,,999-80-9653,S99954078,X89115059X,Mr.,Nicky270,Christopher407,Kessler503,,,M,white,nonhispanic,M,Madison  Wisconsin  US,773 Emard Camp,Juneau,Wisconsin,Dodge County,55027,53039,43.32844579174786,-88.72963611634447,89522.02,0.00,106590
d971f87a-4f90-459c-fa13-9658926c3caa,2020-12-21,,999-44-1804,,,,Timothy142,Raphael767,Lynch190,,,,other,hispanic,M,Madison  Wisconsin  US,334 Bosco Dale,Madison,Wisconsin,Dane County,55025,53726,43.105110229301914,-89.37103168813924,11071.97,0.00,118369
e02ede5a-854d-2045-25ae-a5abf69f9d9a,2001-08-31,,999-76-3227,S99976212,X42259331X,Ms.,Rosanna866,Brenna468,Flatley871,,,,white,nonhispanic,F,Janesville  Wisconsin  US,1009 Fisher Forge Apt 40,Madison,Wisconsin,Dane County,55025,53706,43.08208243575475,-89.41964352800827,104995.31,1282.37,68400
d10082be-90fe-d904-b2b5-f08400f125de,1975-02-14,2022-05-07,999-22-6900,S99933483,X10312868X,Mrs.,Olivia294,Manuela585,Carvajal694,,Jimínez732,M,other,hispanic,F,Caguas  Puerto Rico  PR,105 Brekke Gate Suite 7,Madison,Wisconsin,Dane County,55025,53711,42.99282780273615,-89.43278527130569,1000417.05,0.00,51471
c7de9692-9804-4ed5-b35b-5eefc14e4dc0,1990-09-15,,999-96-9760,S99918215,X3797711X,Mr.,Odis959,Les282,Bergstrom287,,,S,white,nonhispanic,M,Brasilia  Federal District  BR,1040 Schaefer Glen Unit 89,Janesville,Wisconsin,Rock County,55105,53546,42.66986605858597,-88.91753873371066,68339.76,0.00,58870
ec996e90-337b-0186-4244-b3aa4ab793cd,1944-02-05,,999-34-5843,S99983535,X71906734X,Mrs.,Bobbye345,Haydee844,Mertz280,,Rosenbaum794,M,white,nonhispanic,F,Monroe  Wisconsin  US,176 Olson Street,Portage,Wisconsin,Columbia County,55021,53901,43.56196031703017,-89.50861693209882,935796.09,668.32,41887
5dac6c23-d9dc-692b-7378-ab31c48d05e7,2012-02-28,,999-53-4004,,,,Derrick232,,McClure239,,,,white,nonhispanic,M,Juneau  Wisconsin  US,1034 Veum Dale Unit 7,Madison,Wisconsin,Dane County,55025,53715,43.111883949191494,-89.41895125538173,34730.77,111020.99,2860
76f43dc1-6d33-fc73-6213-b3c97867835f,1950-03-05,,999-22-7522,S99919517,X57618997X,Mr.,Val761,Delmar187,Hansen121,,,S,white,nonhispanic,M,Madison  Wisconsin  US,815 Wisoky Ramp,Madison,Wisconsin,Dane County,55025,53703,43.078059099919656,-89.54351737081036,345625.04,15101.45,62212
0e8aa3ee-f626-b3c8-d334-0ff5c281924b,2022-08-25,,999-98-6999,,,,Joaquin141,,Hilpert278,,,,white,nonhispanic,M,Madison  Wisconsin  US,695 O'Connell Mall,Madison,Wisconsin,Dane County,55025,53715,43.05969602968005,-89.37122536965686,20539.79,0.00,2333
4e10a5b3-d59d-61a8-4cc5-893dc588c405,1947-06-23,,999-31-2641,S99984085,X68483966X,Mrs.,Gertrud593,Lizzie15,Kertzmann286,,Gulgowski816,M,white,nonhispanic,F,Madison  Wisconsin  US,138 Waelchi Plaza,Madison,Wisconsin,Dane County,55025,53703,43.06580681127806,-89.3932582168089,1423795.18,0.00,136324
065f30f6-03cb-60dd-b1e8-33bda088f262,1978-12-30,,999-35-3846,S99971011,X73827707X,Mrs.,Alana17,Lillian593,Connelly992,,Rolfson709,D,black,nonhispanic,F,Fort Atkinson  Wisconsin  US,321 Kunde Gate,Madison,Wisconsin,Dane County,55025,53726,42.962951830117596,-89.44605450829837,704839.11,3289.02,59112
8447633c-7b99-e69e-bf35-f72ec228a335,1950-10-20,,999-32-8614,S99986708,X86136713X,Mr.,Earle679,Harold594,Eichmann909,,,M,white,nonhispanic,M,Madison  Wisconsin  US,400 Balistreri Port,Portage,Wisconsin,Columbia County,55021,53901,43.584531468165885,-89.5170193240622,260417.17,7069.98,11489
5bde61e1-db3e-3be1-a531-2befea1711e0,1973-09-04,,999-19-9676,S99977436,X20528309X,Ms.,Tamara8,,O'Reilly797,,,S,white,nonhispanic,F,Madison  Wisconsin  US,325 Ferry Crossroad,Portage,Wisconsin,Columbia County,55021,53901,43.571486585654945,-89.45012852555638,841112.76,471.58,167824
8cf5d6b2-c8c9-33b0-e615-54c2b694a53c,1972-02-13,,999-58-7387,S99981208,X55364472X,Mr.,Kenneth671,Tim88,Marks830,,,M,white,nonhispanic,M,Baraboo  Wisconsin  US,1048 Stiedemann Estate Unit 49,Juneau,Wisconsin,Dodge County,55027,53039,43.37602462604154,-88.67542649691379,767559.93,1469.40,88040
2c8fa5ca-895e-fb12-3e44-422d8e8e46b9,2025-11-05,,999-33-7889,,,,Brandi2,,Tillman293,,,,white,nonhispanic,F,Juneau  Wisconsin  US,249 Nikolaus Park Unit 40,Madison,Wisconsin,Dane County,55025,53726,43.08429719820756,-89.5046443807252,0.00,751.18,2162
3c072952-a7d0-d139-f465-f91b6d8525bd,2018-11-24,,999-34-9815,,,,Horace32,Raphael767,Dicki44,,,,white,nonhispanic,M,Madison  Wisconsin  US,861 Reynolds Skyway,Juneau,Wisconsin,Dodge County,55027,53039,43.345366544011846,-88.72732314179963,29608.70,0.00,88716
5c796573-1261-cdca-69d7-c09c4ff178e7,2017-06-02,,999-74-5567,,,,Hayden835,Aldo414,Smitham825,,,,white,nonhispanic,M,Baraboo  Wisconsin  US,388 Hoppe Brook,Madison,Wisconsin,Dane County,55025,53706,43.08823780227617,-89.56312615515628,19593.14,123.25,45097
1ddf0f03-ed1f-4de0-ee6a-d3e0b8f5d5c1,1975-02-14,,999-90-4642,S99925594,X87399879X,Mrs.,Manuela585,María Elena653,Rodríguez701,,Ávalos396,M,other,hispanic,F,Mexico City  Mexico City  MX,570 Gerlach Esplanade,Madison,Wisconsin,Dane County,55025,53711,43.109156687767936,-89.39245039052551,1061971.75,9157.46,51471
96225563-9eb6-dec4-bd7f-f33119c88628,2019-05-26,,999-15-6266,,,,Danial835,Vince741,Predovic534,,,,white,nonhispanic,M,Janesville  Wisconsin  US,1091 Jast Lane,Madison,Wisconsin,Dane County,55025,53715,43.02173293397165,-89.5078932798353,14429.31,0.00,74560
61938550-e097-3b7d-a493-748ca618feb5,2005-11-05,,999-42-4531,S99975520,X29978078X,Mr.,Salvador46,Hoyt490,Cartwright189,,,,hawaiian,nonhispanic,M,Baraboo  Wisconsin  US,1065 Wiza Walk Unit 24,Madison,Wisconsin,Dane County,55025,53703,43.0550013185057,-89.37883058677257,631381.19,0.00,85210
95777ebe-11ac-51a3-b400-71a84d0c0fad,2019-09-28,,999-25-7976,,,,Yong583,Teddy976,Mueller846,,,,white,nonhispanic,M,Madison  Wisconsin  US,701 Davis Wynd,Madison,Wisconsin,Dane County,55025,53706,43.09897539265755,-89.39107065620694,12344.35,0.00,57258
6980ef30-fd85-2bcd-8fd1-571c9c614335,1974-06-27,,999-47-1908,S99949233,X13745858X,Ms.,Setsuko288,Dan465,Boyer713,,,S,white,nonhispanic,F,Janesville  Wisconsin  US,121 Dickinson Highlands Suite 67,Dodgeville,Wisconsin,Iowa County,55049,53533,43.031171599921656,-90.14189452785568,985332.70,0.00,144292
0236651c-1059-856f-5d51-792e9341937c,1998-09-29,,999-51-9695,S99967995,X59212531X,Ms.,Yukiko930,,Sawayn19,,,,white,nonhispanic,F,Madison  Wisconsin  US,1044 VonRueden Gardens Unit 47,Monroe,Wisconsin,Green County,55045,53566,42.565200139567914,-89.65442903378319,265758.25,0.00,151817
362ee8b4-f3b4-4581-0087-f7c892a0b8a9,2001-10-30,,999-25-2016,S99920738,X12884318X,Mr.,Vito638,Wilmer32,Deckow585,,,,white,nonhispanic,M,Fort Atkinson  Wisconsin  US,729 Reinger Crossing Apt 53,Baraboo,Wisconsin,Sauk County,,00000,42.82656305277761,-89.67462975835693,63906.70,0.00,64067
e6cbbd8b-440c-3a0f-4e47-c07eea0f876c,1949-09-20,,999-35-2029,S99922524,X18566679X,Mr.,Rick943,Doyle959,Stiedemann542,,,S,white,nonhispanic,M,Madison  Wisconsin  US,251 Weissnat Rapid,Madison,Wisconsin,Dane County,55025,53711,43.056611284592385,-89.51511764621857,305219.69,0.00,39667
9c37aee3-a311-44b8-a352-d231a731f254,2021-01-15,,999-95-1530,,,,Zana914,Melissa844,Mueller846,,,,white,nonhispanic,F,Juneau  Wisconsin  US,1084 Mitchell Gate,Madison,Wisconsin,Dane County,55025,53703,43.035854644265676,-89.39358837315027,13822.43,0.00,14781
c01f230e-717b-0afe-9901-120532477e56,1948-05-11,,999-51-8562,S99918475,X3115210X,Mrs.,Margert370,Lorine399,Yundt842,,Prosacco716,M,hawaiian,nonhispanic,F,Baraboo  Wisconsin  US,182 Connelly Meadow,Madison,Wisconsin,Dane County,55025,53711,43.06205603952847,-89.34311071764407,360708.40,107.30,487387
80bba24f-cd77-d6d9-aa21-8c8393356989,1922-06-04,2015-08-30,999-66-5411,S99974054,X87294804X,Mr.,Kendall673,,Runolfsdottir785,,,W,white,nonhispanic,M,Fort Atkinson  Wisconsin  US,993 Pfannerstill Route Apt 37,Madison,Wisconsin,Dane County,55025,53711,43.01411880348933,-89.45877907702697,341313.97,0.00,42637
bafb021e-03cf-d58b-e005-13160907221a,1984-11-28,,999-17-6830,S99915199,X22092423X,Mr.,Moises22,Jimmy858,Cummerata161,,,D,white,nonhispanic,M,Baraboo  Wisconsin  US,735 Abernathy Route Suite 39,Janesville,Wisconsin,Rock County,55105,53546,42.743921741904614,-89.04886263454608,87855.77,0.00,107224
23dd441c-4fe5-cb4d-a82c-24e4feeca04e,1972-09-24,,999-87-6153,S99927745,X53878704X,Mrs.,Lorelei90,Analisa263,Paucek755,,MacGyver246,M,white,nonhispanic,F,Madison  Wisconsin  US,953 McLaughlin Trafficway Apt 70,Madison,Wisconsin,Dane County,55025,53703,43.03972729725778,-89.40742970019785,345502.24,1376.04,64285
d10836d3-c191-4a9d-e6c6-19ed80f401f3,1958-10-21,,999-92-4192,S99915826,X82638618X,Mr.,Patrick786,Zachariah133,Herman763,,,S,white,nonhispanic,M,Janesville  Wisconsin  US,707 Wilderman Run Unit 37,Baraboo,Wisconsin,Sauk County,,00000,43.110967782092644,-88.91221795420546,259221.60,0.00,16250
923166f3-bcce-160d-b1ea-9575b06e4ae0,1974-05-01,,999-69-9722,S99932288,X36484376X,Ms.,Melda993,Jose871,Williamson769,,,S,white,nonhispanic,F,Janesville  Wisconsin  US,551 Jacobi Grove Suite 61,Madison,Wisconsin,Dane County,55025,53706,43.02526910990968,-89.39927823356267,724748.38,2565.77,10669
4a56473f-9696-d773-1c47-8711439bffbe,1948-05-11,,999-68-3999,S99993953,X48055126X,Mr.,Thad495,Toby274,Larson43,PhD,,M,white,nonhispanic,M,Madison  Wisconsin  US,607 Considine Overpass,Janesville,Wisconsin,Rock County,55105,53545,42.646824883338304,-89.1473786157991,1085772.55,49420.64,27025
f1090337-03df-4bbb-4cd4-0b5e4b02b4d4,1954-09-05,,999-13-4122,S99965680,X24815744X,Mr.,Irvin970,Antione404,Moore224,,,S,white,nonhispanic,M,Madison  Wisconsin  US,856 Bruen Haven Apt 35,Fort Atkinson,Wisconsin,Jefferson County,,00000,43.14765100491378,-89.70223988755168,728622.72,450.54,122697
aba626fa-67d5-e7e4-14d3-e5875f8a9d03,1963-03-30,,999-55-5559,S99930236,X15758698X,Mrs.,Albina13,Isaura563,Schuppe920,,Denesik803,M,white,nonhispanic,F,Madison  Wisconsin  US,987 Abernathy Byway Unit 16,Madison,Wisconsin,Dane County,55025,53711,43.069854946086984,-89.42137129244522,563746.19,135.35,105148
4fe85bcd-fe8f-c1aa-f97e-2eaa731688b7,1999-01-30,,999-75-9549,S99957224,X32256776X,Mr.,Percy315,Giuseppe872,Kautzer186,,,,white,nonhispanic,M,Madison  Wisconsin  US,976 Simonis Terrace,Madison,Wisconsin,Dane County,55025,53715,43.0735265705364,-89.41901504862619,61708.49,0.00,51833
8127398a-64b9-a910-515f-5b97b1f04024,2013-10-23,,999-37-5554,,,,Ryan260,Noe500,Ruecker817,,,,white,nonhispanic,M,Juneau  Wisconsin  US,412 Maggio Bypass,Madison,Wisconsin,Dane County,55025,53703,43.033578285033194,-89.47733174941804,21472.73,0.00,131214
1001eadf-1bc1-3508-7ab2-92415fb4d982,1949-09-18,,999-69-2583,S99951692,X38687144X,Ms.,Mercedez75,Zofia65,Gottlieb798,,,S,white,nonhispanic,F,Janesville  Wisconsin  US,316 Smitham Lane,Fort Atkinson,Wisconsin,Jefferson County,,00000,43.52699841183483,-89.13372358836438,1659757.24,0.00,51620
33a929c7-2358-6df9-aa10-5438c17bb339,1996-08-12,,999-18-6461,S99991055,X34688597X,Mrs.,Vivan376,,Kirlin939,,Wintheiser220,M,white,nonhispanic,F,Juneau  Wisconsin  US,1094 Kerluke Club,Baraboo,Wisconsin,Sauk County,,00000,42.860143742796346,-90.20830141694356,710149.06,30197.83,162253
4515fea5-8f69-aba4-f196-07d5d9646f92,1984-09-21,,999-56-2235,S99957758,X31644386X,Mrs.,Nerissa37,,Waelchi213,,Hettinger594,M,white,nonhispanic,F,Baraboo  Wisconsin  US,465 Yost Alley Unit 62,Madison,Wisconsin,Dane County,55025,53726,42.99076830313459,-89.41240885897246,619133.69,0.00,159308
20201dee-14e1-f005-be41-bd5f023f7f58,1981-09-19,,999-57-9792,S99931185,X58281901X,Mr.,Kelvin159,,Shields502,,,D,white,nonhispanic,M,Toulouse  Occitanie  FR,283 Shields Bridge Apt 41,Madison,Wisconsin,Dane County,55025,53706,43.072371506081005,-89.46552808439979,158482.61,0.00,5435
ea1ef16d-778b-fbdb-f80c-29f891720e93,1967-11-17,,999-13-6755,S99937334,X61212007X,Mrs.,Theo630,Victoria535,Tromp100,,Howell947,M,asian,nonhispanic,F,Janesville  Wisconsin  US,528 Jacobs Manor,Madison,Wisconsin,Dane County,55025,53703,43.10117140638381,-89.43043086657289,940672.98,0.00,26370
